position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
221,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",mL8AatX9PKE,2023-04-13T13:46:45Z,"2023-04-13 13:46:45","ENTREVISTA EVAIR DE MELO (PP-ES) - CNN (INVASÃO DE TERRAS)","ENTREVISTA EVAIR DE MELO (PP-ES) - CNN (INVASÃO DE TERRAS)",,24,Entertainment,"Politics,Society,Television_program",PT19M26S,1166,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/mL8AatX9PKE/maxresdefault.jpg,,,,,60,1,,0,0
222,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",na_xlb-EHjU,2023-04-13T13:46:45Z,"2023-04-13 13:46:45","ENTREVISTA PEDRO LUPION (PP-PR) AO ANTAGONISTA | INVASÃO DE TERRAS","ENTREVISTA PEDRO LUPION (PP-PR) AO ANTAGONISTA | INVASÃO DE TERRAS",,24,Entertainment,"Politics,Society",PT10M44S,644,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/na_xlb-EHjU/maxresdefault.jpg,,,,,25,0,,0,0
223,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",stgHo6RfH5c,2023-04-13T13:46:45Z,"2023-04-13 13:46:45","Dep. Sergio Souza em entrevista a Jovem Pan sobre a suspensão do uso de Carbendazim","Dep. Sergio Souza em entrevista a Jovem Pan sobre a suspensão do uso de Carbendazim",,25,"News & Politics","Politics,Society",PT8M50S,530,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/stgHo6RfH5c/maxresdefault.jpg,,,,,114,2,,0,0
224,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",yEAl51UOMaw,2023-04-13T13:45:49Z,"2023-04-13 13:45:49","CNN ARENA DESTACA PEDIDO DE INVESTIGAÇÃO DA FPA CONTRA LIDER DO MST","FPA protocola pedido de investigação e prisão contra líder do MST. Presidente Pedro Lupion afirmou que o Brasil não pode assistir calado às ameaças à Constituição e à segurança no campo",,24,Entertainment,"Politics,Society,Television_program",PT8M14S,494,2d,sd,false,,pt-BR,,,,,,2166,45,,0,7
225,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",8LguP12zqGE,2023-04-12T12:38:05Z,"2023-04-12 12:38:05","DEP. ARNALDO JARDIM (CIDADANIA-SP) EM ENTREVISTA A GLOBONEWS FALA SOBRE AS EXPECTATIVAS PARA O AGRO",,,24,Entertainment,"Politics,Society,Television_program",PT5M10S,310,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/8LguP12zqGE/maxresdefault.jpg,,,,,74,4,,0,3
226,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",7CSeeQ3hSvo,2023-04-12T12:37:32Z,"2023-04-12 12:37:32","O DEPUTADO PEDRO LUPION (PP-PR), PRESIDENTE DA FPA EM ENTREVISTA À GLOBONEWS",,,24,Entertainment,"Politics,Society,Television_program",PT4M54S,294,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/7CSeeQ3hSvo/maxresdefault.jpg,,,,,80,3,,0,1
227,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",oBnxNYiShvU,2023-04-11T18:44:12Z,"2023-04-11 18:44:12","Membros da FPA se reúnem para discutir Medidas Provisórias que têm reflexo no setor agropecuário","MP 1150/2022, que muda os prazos para adesão ao Programa de Regularização Ambiental; MP 1151/2022, com abordagem sobre as concessões florestais e a comercialização de crédito de carbono; MP 1152/2022, que introduz novas regras de preço de transferências para alinhamento com práticas internacionais, no contexto de avaliação da adesão do Brasil à OCDE; e a MP 1153/2022, que traz modificações em relação ao seguro para o transporte de cargas.",,24,Entertainment,Society,PT11M11S,671,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/oBnxNYiShvU/maxresdefault.jpg,,,,,92,2,,0,1
228,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",M5L_oNj0XAw,2023-03-28T17:43:13Z,"2023-03-28 17:43:13","FPA recebe o Senador Oriovisto Guimarães autor da PEC 46/2022 que trata da Reforma Tributária","Membros da Frente Parlamentar da Agropecuária (FPA) recebem, nesta terça-feira (28), o senador Oriovisto Guimarães (PODEMOS/PR) autor da PEC 46 que trata da Reforma Tributária para discutir o tema.",,24,Entertainment,"Politics,Society",PT7M36S,456,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/M5L_oNj0XAw/maxresdefault.jpg,,,,,28,3,,0,0
229,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",awt4AqT2ThY,2023-03-21T18:14:22Z,"2023-03-21 18:14:22","FPA recebe presidentes das comissões Câmara e Senado","Membros da Frente Parlamentar da Agropecuária (FPA) recebem, nesta terça-feira (21), os presidentes das comissões da Câmara e do Senado para discutir os temas de interesse para o setor.",,24,Entertainment,"Politics,Society",PT6M6S,366,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/awt4AqT2ThY/maxresdefault.jpg,,,,,31,3,,0,0
230,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",XNqfhWPQzSc,2023-03-14T17:21:05Z,"2023-03-14 17:21:05","Coletiva de Imprensa FPA - Reforma Tributária","Membros da Frente Parlamentar da Agropecuária (FPA) recebem, nesta terça-feira (14), o Secretário Extraordinário da Reforma Tributária do Ministério da Fazenda, Bernard Appy, para discutir o tema.",,24,Entertainment,"Politics,Society",PT10M8S,608,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/XNqfhWPQzSc/maxresdefault.jpg,,,,,72,5,,0,6
231,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",ju0AhOC1CNM,2023-03-08T14:23:23Z,"2023-03-08 14:23:23","Solenidade de Posse FPA","A Frente Parlamentar da Agropecuária (FPA) realiza hoje a cerimônia de posse do presidente eleito, deputado federal Pedro Lupion (PP-PR) e da nova diretoria, para o biênio 2023-2024. Confira ao vivo!",,24,Entertainment,"Politics,Society",PT1H38M54S,2334,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/ju0AhOC1CNM/maxresdefault.jpg,,,,,227,12,,0,0
232,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",rW_9jQ8StuE,2023-03-07T17:00:20Z,"2023-03-07 17:00:20","Assinatura do convênio entre o IPA, CVM e IBDA","Membros da Frente Parlamentar da Agropecuária (FPA) recebem, nesta terça-feira (07), representantes do Instituto Pensar Agro (IPA) e da Comissão de Valores Mobiliários (CVM) para assinatura de acordo de cooperação sobre fontes de financiamento da agropecuária brasileira com o mercado de capitais, a partir da promoção de estudos, pesquisas e da realização de eventos. A CVM também assinará convênio de cooperação com o Instituto Brasileiro de Direito do Agronegócio (IBDA), responsável pelas ações de divulgação e educação de produtores rurais sobre as opções de financiamento e o desenvolvimento dos servidores da CVM sobre temas ligados à área.",,24,Entertainment,"Politics,Society",PT17M56S,1076,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/rW_9jQ8StuE/maxresdefault.jpg,,,,,45,3,,0,0
233,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",RizSTjKMQ_o,2023-02-14T19:05:02Z,"2023-02-14 19:05:02","Ex-ministros da Agricultura debatem recomposição do MAPA na FPA","Membros da Frente Parlamentar da Agropecuária (FPA) se reúnem com ex-ministros da Agricultura, nesta terça-feira (14), para debater a recomposição do MAPA. Participam a senadora Tereza Cristina, Marcos Montes, Roberto Rodrigues e Francisco Turra.",,24,Entertainment,"Politics,Society",PT11M3S,663,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/RizSTjKMQ_o/maxresdefault.jpg,,,,,76,2,,0,0
234,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",WC2EB1ney1E,2022-12-14T05:36:50Z,"2022-12-14 05:36:50","TRANSMISSÃO COLETIVA - PRESIDENTE DA FPA DEP. SÉRGIO SOUZA","Começa agora a coletiva de imprensa, para apresentação de balanço do mandato do deputado Sérgio Souza como presidente da bancada, durante o biênio 2021/22.",,24,Entertainment,"Politics,Society",PT19M15S,1155,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/WC2EB1ney1E/maxresdefault.jpg,,,,,317,0,,0,0
235,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",g584C4F2_d4,2022-11-23T03:22:55Z,"2022-11-23 03:22:55","ENCONTRO DE LIDERANÇAS - PERSPECTIVAS 2023","O Encontro de Lideranças - Perspectivas 2023, promovido pela Frente Parlamentar da Agropecuária (FPA), marca as boas-vindas aos novos parlamentares eleitos na 57ª Legislatura.",,24,Entertainment,"Politics,Society",PT2H4M57S,297,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/g584C4F2_d4/maxresdefault.jpg,,,,,527,19,,0,0
236,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",nmSRsokDLzI,2022-06-07T15:41:55Z,"2022-06-07 15:41:55","CAMPO&CONGRESSO #12 I VOCÊ SABE O QUE É CRÉDITO DE CARBONO?","Nesta edição te explicamos um pouco deste conceito que pode aumentar o reconhecimento mundial em relação ao setor produtivo do Brasil. O presidente da bancada, deputado Sérgio Souza (MDB-PR) ressaltou que o decreto é uma forma de retribuir o esforço do produtor que abdica parte da área produtiva a favor da preservação. Destacamos também a explicação do deputado José Mario (MDB-GO) sobre o projeto que assegura a impenhorabilidade do imóvel rural considerado bem de família, uma das conquistas com a aprovação do PL das Garantias.",,25,"News & Politics",Society,PT7M49S,469,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/nmSRsokDLzI/maxresdefault.jpg,,,,,59,2,,0,0
237,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Ctx14JrVkp0,2022-06-01T13:22:24Z,"2022-06-01 13:22:24","EVENTO DE 10 ANOS DO CÓDIGO FLORESTAL","Evento 10 anos do Código Florestal | O deputado Sérgio Souza, presidente da FPA e demais parlamentares membros da bancada, se reúnem hoje com autoridades e representantes do setor produtivo para celebrar os avanços trazidos pelo Código Florestal em relação a preservação ambiental. Durante a solenidade será entregue o Prêmio FPA, um reconhecimento do setor produtivo a quem se destacou no agro brasileiro.",,25,"News & Politics",Society,PT1H34M50S,2090,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/Ctx14JrVkp0/maxresdefault.jpg,,,,,290,20,,0,0
238,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",zmunEkSQcTQ,2022-05-31T15:52:14Z,"2022-05-31 15:52:14","CAMPO&CONGRESSO #11 I 10 ANOS DO CÓDIGO FLORESTAL","O deputado Sérgio Souza, presidente da FPA e demais parlamentares membros da bancada, se reúnem hoje, a partir das 20h, com o Presidente da República, Jair Bolsonaro, autoridades e representantes do setor produtivo para celebrar os avanços trazidos pelo Código Florestal em relação a preservação ambiental. Durante a solenidade será entregue o Prêmio FPA, um reconhecimento do setor produtivo a quem se destacou no agro brasileiro.",,24,Entertainment,Society,PT12M59S,779,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/zmunEkSQcTQ/maxresdefault.jpg,,,,,30,2,,0,0
239,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",-42dRChmtSM,2022-05-24T15:43:50Z,"2022-05-24 15:43:50","CAMPO&CONGRESSO #10 I PLANO SAFRA","Membros da Frente Parlamentar da Agropecuária (FPA) receberam propostas apresentadas pela CNA e OCB para elaboração do Plano Safra 2022/2023. Parlamentares explicaram como a alta dos juros e a inflação podem atrapalhar e como tem prejudicado os Fiagros. A retirada da isenção tarifária para o queijo muçarela vindo dos países de fora do Mercosul, também é abordada no programa.",,24,Entertainment,"Politics,Society",PT11M34S,694,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/-42dRChmtSM/maxresdefault.jpg,,,,,30,3,,0,0
240,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",xyua2Kml70E,2022-05-17T15:41:53Z,"2022-05-17 15:41:53","CAMPO&CONGRESSO #9 I FPA NO COMBATE À CRISE DE FERTILIZANTES","A abertura do corredor humanitário para fertilizantes e o relacionamento com novos países para a compra de insumos agrícolas foram soluções debatidas entre a FPA e o ministro Relações Exteriores, Carlos França. A reunião estreitou os laços entre a bancada e o Ministério das Relações Exteriores para promover melhorias para o setor e facilitar a comercialização do excedente de produção que existe no Brasil.",,24,Entertainment,"Politics,Society",PT9M13S,553,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/xyua2Kml70E/maxresdefault.jpg,,,,,42,1,,0,0
241,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",BOBeO6me2Tk,2022-05-13T20:34:56Z,"2022-05-13 20:34:56","Resumo Semanal 09 a 13/05","Na edição de hoje, destacamos a sanção do projeto que adiciona 868,5 milhões de reais ao atual Plano Safra. O presidente da FPA, deputado Sérgio Souza (MDB-PR), ressaltou que essa é uma vitória do setor, fruto de muito trabalho da bancada. 🌍🌱 Veja também que membros da FPA defenderam as pautas do setor no Itamaraty. A possibilidade da inclusão de fertilizantes em um corredor humanitário na área de conflito entre Ucrânia e Rússia foi o ponto de destaque da reunião. 📲 Confira estas e mais notícias relacionadas ao agro no vídeo",,24,Entertainment,"Politics,Society",PT3M25S,205,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/BOBeO6me2Tk/maxresdefault.jpg,,,,,52,5,,0,0
242,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",XYrDYep1u5c,2022-05-10T15:41:01Z,"2022-05-10 15:41:01","CAMPO&CONGRESSO #8 I FPA RECEBE OS PRESIDENTES DAS COMISSÕES DA CÂMARA","Nesta edição do Campo & Congresso conversamos com os novos presidentes de algumas das Comissões Temáticas da Câmara dos Deputados: Dep. Giacobo (PL-PR) (Agricultura), Dep. Covatti Filho (PP-RS) (Meio Ambiente), Dep. Arthur Maia (União-BA) (Constituição e Justiça), Dep. Pinheirinho (PP-MG) (Seguridade Social e Família) e Dep. Kim Kataguiri (União-SP) (Educação). O presidente da bancada, deputado Sérgio Souza (MDB-PR), ressalta o objetivo de manter o diálogo com o Congresso para reduzir o custo de produção e, por finalidade, o preço do alimento que chega ao cidadão brasileiro. Os presidentes das comissões reconhecem a importância da agropecuária para o país e contam um pouco de suas ideias para ajudar o setor a continuar sendo uma potência produtiva, com garantia da segurança alimentar no Brasil e no mundo.",,24,Entertainment,"Politics,Society",PT8M39S,519,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/XYrDYep1u5c/maxresdefault.jpg,,,,,908,4,,0,0
243,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",l9WxsWH9b78,2022-05-03T15:41:55Z,"2022-05-03 15:41:55","CAMPO&CONGRESSO #7 I PRESIDENTE DO SENADO RECEBE A FRENTE PARLAMENTAR DA AGROPECUÁRIA","Campo & Congresso #07 I No programa desta semana você irá ficar por dentro de como foi a reunião da Frente Parlamentar da Agropecuária (FPA) e representantes do setor com o presidente do Senado Federal, Rodrigo Pacheco, para tratar de projetos fundamentais para o agro. As propostas aguardam votação no Senado Federal. O presidente do Senado detalhou pontos essenciais dos principais projetos da bancada do agro como a regularização fundiária, licenciamento ambiental e sobre o uso de defensivos agrícolas.",,24,Entertainment,"Politics,Society",PT8M45S,525,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/l9WxsWH9b78/maxresdefault.jpg,,,,,144,5,,0,0
244,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",LLmF8g96GG0,2022-04-29T15:34:36Z,"2022-04-29 15:34:36","RESUMO SEMANAL -Crédito suplementar de R$868,5 milhões em auxílio ao Plano Safra","🟢 Resumo Semanal 25 a 29/04 | A Frente Parlamentar da Agricultura destaca no Resumo Semanal desta semana, a provação do PLN 1/22 que abre crédito suplementar de R$868,5 milhões em auxílio ao Plano Safra 2021/2022. 🪙🚜 A bancada da FPA também recebeu a visita da Frente Digital na reunião-almoço para discutir sobre conectividade no campo e a agricultura 4.0. 💻🌱 Durante o encontro, o presidente da FPA, deputado Sérgio Souza (MDB-PR), e a presidente da Frente Digital, Luísa Canziani (PSD-PR), falaram sobre a importância da união entre as duas bancadas para o desenvolvimento do setor. 🎦 Confira estas e mais notícias relacionadas ao agro no vídeo!",,24,Entertainment,"Politics,Society",PT3M35S,215,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/LLmF8g96GG0/maxresdefault.jpg,,,,,38,1,,0,0
245,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Ho4F_ZqM9ho,2022-04-26T15:40:21Z,"2022-04-26 15:40:21","CAMPO&CONGRESSO #6 I VISITA À FPA DA DIRETORA-GERAL DA ORGANIZAÇÃO MUNDIAL DO COMÉRCIO","Nesta edição, confira a visita à FPA da diretora-geral da Organização Mundial do Comércio (OMC), Ngozi Okonjo-Iweala. Após conhecer mais sobre o setor, Okonjo disse que o mundo não vive sem a produção de alimentos brasileira e encorajou que os dados sejam mostrados à outros organismos internacionais. O programa também destaca a presença dos ministro Ciro (Casa Civil) Nogueira e Marcos Montes (Agricultura) na reunião-almoço da bancada para tratar do Plano Safra vigente e de 2022/23. O atual Plano Agrícola e Pecuário está suspenso desde de fevereiro em função da falta de recursos dos quais o PLN1, que está em tramitação no Congresso, busca resolver.",,24,Entertainment,"Politics,Society",PT7M10S,430,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/Ho4F_ZqM9ho/maxresdefault.jpg,,,,,610,4,,0,0
246,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",C7FPplunFWM,2022-04-19T15:41:17Z,"2022-04-19 15:41:17","CAMPO&CONGRESSO #5 I PROJETO DE SUPLEMENTAÇÃO ORÇAMENTÁRIA PARA O SETOR AGROPECUÁRIO","Na edição desta semana, destacamos a importância do projeto de suplementação orçamentária para o setor agropecuário brasileiro e também o Projeto de Lei 4.478 que trata sobre o Sistema de Avaliação e Certificação da Conformidade Ambiental, Social e de Governança. Para o deputado Domingos Sávio (PL/MG), o projeto de suplementação orçamentária é essencial para estimular o aumento da geração de emprego e renda no setor agropecuário. Já o deputado Christino Áureo (PP/RJ), deu uma breve explicação sobre o PL 4.478. ”ASG, essa é a sigla para Ambiental, Social e Governança, quer dizer que uma empresa ou até mesmo o produtor rural ele tem que se enquadrar nessa dimensões para poder frequentar o mercado e receber certificações”.",,24,Entertainment,Society,PT7M2S,422,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/C7FPplunFWM/maxresdefault.jpg,,,,,262,2,,0,0
247,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",2FKZHtifjaI,2022-04-12T15:41:28Z,"2022-04-12 15:41:28","CAMPO&CONGRESSO #04 I PAUTAS PRIORITÁRIAS DO AGRO NO SENADO","Campo & Congresso #04 I Nesta edição, destacamos os projetos prioritários do setor que aguardam análise no Senado Federal. O vice-presidente da FPA no Senado, senador Zequinha Marinho (PL-PA) destacou que as propostas de regularização fundiária e licenciamento ambiental estão sendo discutidas com atenção. O parlamentar também falou sobre a questão indígena. Além disso, o novo ministro da Agricultura, Marcos Montes, participa de reunião da FPA para tratar sobre Plano Safra 2021/22 e projetos importantes para o setor.",,24,Entertainment,"Politics,Society",PT7M46S,466,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/2FKZHtifjaI/maxresdefault.jpg,,,,,393,3,,0,0
248,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",g2K2whv1xLQ,2022-04-05T15:52:20Z,"2022-04-05 15:52:20","CAMPO&CONGRESSO #03 I Selo de Qualidade e a Política Nacional de Mobilidade Rural","Nesta edição, destacamos a cerimônia de transmissão, no Ministério da Agricultura, Pecuária e Abastecimento, onde Tereza Cristina, deixa o cargo de ministra para concorrer ao posto de senadora e volta à Câmara como deputada. Quem ocupará o cargo será Marcos Montes. Ele exerceu o cargo de secretário-executivo do Mapa desde 2019 e assume o Ministério com uma política de continuidade da gestão implementada nos últimos três anos. “Hoje, com as nossas entidades e as nossas secretarias começamos a construir um momento diferente com olhar naquele que realmente precisa de dignidade, o produtor”, destacou Montes ao citar programas como o AgroNordeste e a entrega de títulos de regularização fundiária. Além disso, confira nesta edição a explicação completa dos projetos de lei que instituem o Selo de Qualidade do Produto Artesanal de Origem Vegetal e a Política Nacional de Mobilidade Rural e Apoio à Produção, propostas que visam estimular a implantação de sistemas de produção sustentáveis.",,24,Entertainment,"Politics,Society",PT8M6S,486,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/g2K2whv1xLQ/maxresdefault.jpg,,,,,261,7,,0,0
249,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",LuvefEwDCkc,2022-04-01T19:59:16Z,"2022-04-01 19:59:16","Resumo Semanal - 25 a 01/04","A Frente Parlamentar da Agricultura (FPA) debateu em reunião-almoço sobre as alterações na Cédula do Produto Rural e o Fundo Garantidor de Crédito Solidário, recursos muito importantes criados com o objetivo de facilitar o acesso a credito para o produtor rural e com isso, estimular ainda mais o setor produtor. Além disso, foi aprovada a proposta que abre crédito suplementar para o Plano Safra. Lançado anualmente, com vigência de julho a junho do ano seguinte (período escolhido estrategicamente pelo calendário da safra agrícola brasileira), o Plano é a principal fonte de incentivo ao produtor rural brasileiro. Confira estas e mais notícias sobre a semana da FPA no vídeo!",,24,Entertainment,Society,PT2M14S,134,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/LuvefEwDCkc/maxresdefault.jpg,,,,,14,1,,0,0
